조사지역,조사기관,1위 후보,1위 지지율(%),2위 후보,2위 지지율(%),격차(%p),링크,제목,본문내용
오세훈,미상,부정,49.0,부정,43.9,5.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4962751&exception_mode=recommend&search_head=100&page=7,오세훈 긍정 28.6 부정 49 / 박형준 긍정 30.6 부정 43.9,
북구갑,미디어토마토,전재수,53.4,박형준,26.1,27.3,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4962337&exception_mode=recommend&search_head=100&page=7,"미디어토마토: 북구갑 , 전재수53.4% 박형준 26.1%",70세이상 전재수 43.5% 박형준 35.1%중도층전재수 55.2% 박형준 23%70대이상 전재수 45.9% 주진우 28.2%중도층전재수 56.5% 주진우 26.8%
서울시장 지지율,미상,동일기관,1.0,-,0.0,1.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4961679&exception_mode=recommend&search_head=100&page=7,서울시장 지지율 동일기관 1월 조사와 비교.jpg,1월4월
부산시장,R&R,전재수,43.7,박형준,27.1,16.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4961206&exception_mode=recommend&search_head=100&page=7,R&R : 부산시장 전재수 43.7% v 박형준 27.1%,"동아일보가 여론조사 전문기관 리서치앤리서치에 의뢰해 3월 29~30일 서울에 거주하는 만 18세 이상 성인 남녀 802명을 대상으로 조사. 무선 전화면접(100%) 방식으로 휴대전화 가상번호를 표본으로 실시. 표본오차는 95% 신뢰수준에 ±3.5%포인트, 응답률은 8.6%. 동아일보가 여론조사 전문기관 리서치앤리서치에 의뢰해 3월 28~29일 부산에 거주하는 만 18세 이상 성인 남녀 804명을 대상으로 조사. 무선 전화면접(100%) 방식으로 휴대전화 가상번호를 표본으로 실시. 표본오차는 95% 신뢰수준에 ±3.5%포인트, 응답률은 9.7%. 이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참고 - dc official App"
서울시장,R&R,정원오,42.6,오세훈,28.0,14.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4961204&exception_mode=recommend&search_head=100&page=7,R&R : 서울시장 정원오 42.6% v 오세훈 28%,"동아일보가 여론조사 전문기관 리서치앤리서치에 의뢰해 3월 29~30일 서울에 거주하는 만 18세 이상 성인 남녀 802명을 대상으로 조사. 무선 전화면접(100%) 방식으로 휴대전화 가상번호를 표본으로 실시. 표본오차는 95% 신뢰수준에 ±3.5%포인트, 응답률은 8.6%. 동아일보가 여론조사 전문기관 리서치앤리서치에 의뢰해 3월 28~29일 부산에 거주하는 만 18세 이상 성인 남녀 804명을 대상으로 조사. 무선 전화면접(100%) 방식으로 휴대전화 가상번호를 표본으로 실시. 표본오차는 95% 신뢰수준에 ±3.5%포인트, 응답률은 9.7%. 이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참고 - dc official App"
,미상,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4959691&exception_mode=recommend&search_head=100&page=7,대구에서 유일하게 국힘이 김부겸 이기는 여론조사,놀랍게도 이진숙과 김부겸 양자대결일 때
강원도지사,공정,우상호,49.4,김진태,38.9,10.5,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4958216&exception_mode=recommend&search_head=100&page=7,공정 : 강원도지사 우상호 49.4% v 김진태 38.9%,여론조사개요는 첨부된 사진에서 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,토마토,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4958078&exception_mode=recommend&search_head=100&page=7,토마토 : 부산 북구갑,"이번 조사는 미디어토마토가 뉴스토마토 의뢰로 지난 28일부터 29일까지 이틀간 만 18세 이상 부산 북구갑 선거구 거주 성인남녀 700명을 대상으로 실시됐으며, 표본오차는 95% 신뢰수준에 ±3.7%포인트입니다. 휴대전화 가상번호(안심번호)를 활용한 무선 ARS(자동응답) 방식으로 진행됐으며, 응답률은 7.8%로 집계됐습니다. 공정성 확보와 인물별 경쟁력을 점검키 위해 문항에서 직책은 뺀 채 순수한 이름만으로 물었습니다. 2026년 2월 말 행정안전부 주민등록 인구를 기준으로 성별·연령별·지역별 가중값을 산출했고 셀가중을 적용했습니다. 그 밖의 자세한 조사 개요와 결과는 중앙선거여론조사심의위원회 홈페이지를 참조하면 됩니다."
대구시장,리얼미터,김부겸,52.3,추경호,36.6,15.7,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4956900&exception_mode=recommend&search_head=100&page=7,리얼미터 : 대구시장 김부겸 52.3% v 추경호 36.6%,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조p.s 이전에 공표된 리얼미터 대구 여조랑 다른 여조임.이전에 공표된 리얼미터 대구 여조는 영남일보 의뢰여조이고 이건 tbc 의뢰 여조임
인천 강화군,데일리리서치,민주,47.4,국힘,37.1,10.3,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4955538&exception_mode=recommend&search_head=100&page=7,데일리리서치 : 인천 강화군 민주 47.4% 국힘 37.1%,"이재명 대통령의 국정평가에서는 긍정 60.8%(매우잘하고 있다 41.2%, 잘하고 있는 편이다 19.3%), 부정 28.9%(잘못하고 있는 편이다 15.2%, 아주 잘못하고 있다 13.7%), 잘모름 10.5%로 나타났다. 이번 조사는 경인열린신문사 의뢰로 ㈜데일리리서치에서 3월28일 하루 동안 인천광역시 강화군에 거주하는 만18세 이상 남녀 500명을 대상으로 실시하였다. 조사방법은 무선자동응답 ARS조사. 피조사자 선정방법은 통신사 제공 휴대전화 가상번호 100%이며, 최종 응답률은 9.0%, 표본오차는 95% 신뢰 수준에서 ±4.4%p이다. 2026년 2월말 행정안전부 주민등록 인구통계 기준 성별, 연령별, 지역별 가중값 부여(셀가중)하였으며, 자세한 조사개요와 결과는 중앙선거관리위원회여론조사심의위원회 홈페이지를 참고하면 된다.<김기헌 대표기자> - dc official App"
대전,리얼미터,민주,53.6,국힘,24.0,29.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4955211&exception_mode=recommend&search_head=100&page=7,리얼미터 : 대전 민주 53.6% 국힘 24%,"조사개요이번 여론조사는 <굿모닝충청>이 (주)리얼미터에 의뢰해 대전시 만 18세 이상 남녀 804명을 대상으로 지난 3월 26일부터 3월 27일까지 실시됐다.조사방법은 구조화된 설문지를 이용한 자동응답(ARS) 전화 조사(무선 100%)이며, 표본추출은 성별·연령대별·지역별·인구비례 할당추출(가상번호 100%) 방식을 적용했다. 가중값 산출 및 적용은 2026년 2월 말 행정안전부 주민등록인구통계를 활용, 성별·연령대별·지역별 가중치를 부여했다. 응답률은 6.5%이고 표본오차는 95% 신뢰수준에 ±3.5%포인트다. 기타 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다."
,미상,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4955021&exception_mode=recommend&search_head=100&page=7,오늘자 여조꽃 정례조사,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
부산 李 54.8%,토마토,민주,41.5,국힘,36.4,5.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4954903&exception_mode=recommend&search_head=100&page=7,토마토 : 부산 李 54.8% 민주 41.5% 국힘 36.4%,"이는 부산CBS가 (주)미디어토마토에 의뢰해 27~28일 부산지역 유권자 1천명을 대상으로 차기 부산시교육감 선거 관련 여론조사를 실시한 결과 나타났다.조사 결과 김석준 현 부산시교육감이 27.6%의 지지율을 기록하며 다른 후보들을 월등히 앞서 갔다. 전호환 전 부산대학교 총장은 10.0%, 정승윤 전 국민권익위원회 부위원장이 8.6%, 최윤홍 전 부산시교육청 부교육감은 6.9%로 오차범위 내 접전이었다.지지 후보가 없다는 응답은 23.8%, 잘 모르겠다는 응답도 18.9%를 기록해 43%에 가까운 유권자가 아직 지지 후보를 결정하지 못했다. 4명 외의 다른 인물 지지율도 4.1%를 보였다.이번 조사는 부산에 거주하는 만 18세 이상 남녀 1천명을 대상으로 무선ARS 방식으로 실시됐다. 표본오차는 95% 신뢰수준에서 ±3.1%P다. 자세한 사항은 중앙선거여론조사 심의위원회 홈페이지를 참고하면 된다.(교육감 여조라서 시장 관련 질문은 질문지에 없음)"
,리얼미터,이재명,62.2,민주,51.1,11.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4954900&exception_mode=recommend&search_head=100&page=7,리얼미터 : 이재명 62.2% 민주 51.1% 국힘 30.6%,
,한국갤럽,이재명,65.0,민주,46.0,19.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4947264&exception_mode=recommend&search_head=100&page=7,한국갤럽 : 이재명 65% 민주 46% 국힘 19%,"조사 개요- 조사기간: 2026년 3월 24~26일- 표본추출: 이동통신 3사 제공 무선전화 가상번호 무작위 추출- 응답방식: 전화조사원 인터뷰(CATI)- 조사대상: 전국 만 18세 이상 1,000명- 표본오차: ±3.1%포인트(95% 신뢰수준) – 주요 지표 표준오차·신뢰구간·상대표준오차 제시- 접촉률: 41.2%(전체 투입 유효 번호 대비 통화 연결)- 응답률: 12.6%(총통화 7,917명 중 1,000명 응답 완료)- 의뢰처: 한국갤럽 자체 조사이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조"
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4947044&exception_mode=recommend&search_head=100&page=7,여조꽃 : 충남,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4947035&exception_mode=recommend&search_head=100&page=7,여조꽃 : 대구,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,조원씨엔아이,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4946182&exception_mode=recommend&search_head=100&page=7,조원씨엔아이 : 부산광역시 지방선거 여론조사,자세한 사항은 중앙여론조사심의위 홈페이지를 참고하세요 자세한 결과지는 아직 안올라와있고 내일 5시에 나온다합니다 교육감 조사 등 내용이 더 많은데 그건 스트레이트뉴스 홈페이지 가서 보심 됩니다 (다운로드하기 귀찮음)
제주,한국리서치,이재명,81.0,-,0.0,81.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4945946&exception_mode=recommend&search_head=100&page=7,한국리서치 : 제주 이재명 81%,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,NBS,이재명,69.0,민주,46.0,23.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4944527&exception_mode=recommend&search_head=100&page=7,NBS : 이재명 69% 민주 46% 국힘 18%,"조사개요조사지역: 전국조사기간: 2026년 3월 23일 ~ 3월 25일(3일간)조사대상(모집단): 만 18세 이상 남녀조사방법: 국내 통신 3사가 제공하는 휴대전화 가상번호(100%)를 이용한 전화면접조사표본추출: 성·연령·지역별 층화확률추출표본크기: 1,002명(가중값 적용 후 1,002명)피조사자 선정방법: 성·연령·지역으로 층화된 가상번호 내 무작위 추출응답률: 21.3% (총 4,694명과 통화하여 그 중 1,002명 응답 완료)접촉률: 26.9%가중치 산출 및 적용: 성･연령･지역별 가중치 부여(셀가중)2026년 2월말 행정안전부 주민등록인구 통계 기준표본오차: 95% 신뢰수준에서 ± 3.1% point조사기관: 엠브레인퍼블릭ㆍ케이스탯리서치ㆍ코리아리서치ㆍ한국리서치자세한 결과 및 조사개요는 중앙선거여론조사심의위원회 홈페이지 참고"
"서울시장 가상대결 """,미상,정원오,55.8,오세훈,32.4,23.4,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4884770&exception_mode=recommend&search_head=100&page=7,"서울시장 가상대결 ""정원오 55.8% vs 오세훈 32.4%""",여론조사 주요 내용 (조원씨앤아이 - 3월 4일 발표)조사 기관: 조원씨앤아이 (스트레이트뉴스 의뢰)조사 기간: 2026년 2월 28일 ~ 3월 1일 (서울시 거주 18세 이상 남녀 804명 대상)결과: 정원오(55.8%) vs 오세훈(32.4%)격차: 정원오 구청장이 23.4%포인트 차로 오세훈 시장을 앞섬
,KSOI,이재명,62.2,민주,46.8,15.4,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4940916&exception_mode=recommend&search_head=100&page=7,KSOI : 이재명 62.2% 민주 46.8% 국힘 27.1%,여론조사개요는 첨부된 사진에서 확인바람 이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조 - dc official App
경남양산 민주,kopra,김일권,36.7,나동연,33.3,3.4,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4940705&exception_mode=recommend&search_head=100&page=7,"kopra:경남양산, 민주 김일권 36.7% 국힘 나동연 33.3%",●가상대결 1●가상대결 2● 양산 경남지사 지지율
대구시장,리얼미터,김부겸,47.0,이진숙,40.4,6.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4939985&exception_mode=recommend&search_head=100&page=7,리얼미터 : 대구시장 김부겸 47% vs 이진숙 40.4%,■대구시 지방선거 조사 개요 △의뢰: 영남일보 △조사기관: ㈜리얼미터 △조사 일시: 2026년 3월 22~23일(2일간) △대상: 대구 지역에 거주하는 만 18세 이상 성인 남녀 812명 △조사방법: 구조화된 설문지를 이용한 자동응답(ARS) 조사 △피조사자 선정 방법: 무선 전화 가상번호(SKT·KT·LGU+ 이동통신사 제공 무선 가상번호) 100% △응답률: 7.2% △오차 보정 방법: 2026년 1월 말 행정안전부 주민등록 인구통계기준 림가중 방식으로 성별·연령대별·지역별 가중치 부여 △표본오차: 95% 신뢰수준에 ±3.4%포인트 △내용: 정당 지지도 및 대구시장 여야 후보 지지도·인물적합도·가상대결 등 ※자세한 내용은 중앙선거여론조사심의위원회 홈페이지 참조. - dc official App
,조원C&I,이재명,62.9,민주,50.6,12.3,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4940583&exception_mode=recommend&search_head=100&page=7,조원C&I : 이재명 62.9% 민주 50.6% 국힘 33.3%,"이번 조사는 스트레이트뉴스 의뢰로 조원씨앤아이가 지난 21~23일 3일간 전국 만 18세 이상 남녀 대상으로 ARS 여론조사(휴대전화 100% RDD 방식, 성, 연령대, 지역별 비례할당 무작위 추출)를 실시한 결과다. 표본수는 2000명(총 통화시도 4만9743명, 응답률 4.0%), 표본오차는 95% 신뢰수준에 ±2.2%포인트(p)다. 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다. - dc official App"
